syn1	syn2
02108026-v	02203362-v
02108026-v	02204692-v
02108026-v	02205098-v
02108026-v	02210119-v
02108026-v	02210855-v
02108026-v	02378453-v
02108026-v	02630189-v
02108026-v	02740745-v
02108026-v	07285403-n
02108791-v	02020590-v
02105990-a	02103481-a
02109045-v	00674607-v
02109045-v	01214265-v
02109045-v	01999798-v
02109045-v	02267989-v
02109045-v	02599636-v
02109190-v	00065639-v
02109190-v	01794668-v
02110220-v	05758059-n
02110220-v	05984584-n
02110220-v	07285403-n
02110552-v	00105958-v
02110552-v	00715239-v
02110552-v	01771535-v
02110552-v	04946553-n
02110927-v	06599788-n
02111684-a	03601335-n
02114746-a	01302811-a
02118242-v	05768553-n
02118476-v	02118933-v
02118476-v	02508245-v
02118933-v	01020005-v
02120451-v	00377002-v
02120451-v	02762468-v
02118379-a	01279611-a
02121511-v	00065639-v
02120828-a	02571536-a
02123672-v	02124748-v
02124748-v	04980008-n
02124748-v	05713737-n
02124253-a	01660267-a
02127613-v	00690305-v
02128653-v	02150510-v
02128873-v	00522751-v
02128873-v	00591115-v
02128873-v	00598954-v
02128873-v	00690614-v
02128873-v	00715239-v
02128873-v	00721437-v
02128873-v	00920336-v
02128873-v	01635432-v
02128873-v	01637982-v
02128873-v	02128286-v
02128873-v	02129289-v
02128873-v	02150948-v
02128873-v	02154508-v
02128873-v	02248465-v
02129289-v	00591115-v
02129289-v	00598954-v
02129289-v	00662589-v
02129289-v	00690614-v
02129289-v	00920336-v
02129289-v	01635432-v
02129289-v	02023107-v
02129289-v	02128873-v
02129289-v	02486232-v
02129289-v	02488304-v
02129289-v	02488488-v
02129289-v	02493030-v
02129289-v	02549581-v
02129709-v	02129289-v
02131653-n	00668099-v
02130300-v	04144782-n
02130300-v	06208751-n
02130524-v	00033599-v
02130524-v	00877127-n
02130524-v	02133435-v
02130524-v	02153709-v
02130524-v	04674715-n
02130524-v	04679738-n
02133435-v	00033599-v
02133435-v	00422090-v
02133435-v	00425071-v
02133435-v	00425967-v
02133435-v	00877127-n
02133435-v	02130524-v
02133435-v	02134672-v
02133435-v	02153709-v
02133435-v	04674715-n
02133435-v	04679738-n
02134672-v	00422090-v
02134672-v	02133435-v
02134927-v	02176268-v
02134927-v	02273326-a
02134927-v	04981139-n
02135048-v	04981139-n
02132607-a	01247240-a
02132967-a	01368793-a
02136892-v	02136271-v
02137132-v	00664788-v
02137132-v	00923793-v
02137132-v	01015244-v
02137132-v	01686956-v
02137132-v	02148788-v
02138611-v	02141973-v
02139544-v	00943837-v
02139544-v	02137132-v
02140033-v	00933821-v
02140033-v	06879521-n
02143283-v	00933821-v
02148788-v	00520257-n
02148788-v	00664788-v
02148788-v	00923793-v
02148788-v	01015244-v
02148788-v	01686956-v
02148788-v	01731351-a
02148788-v	02137132-v
02148788-v	06879521-n
02150510-v	02455407-v
02150510-v	15292336-n
02150948-v	01635432-v
02150948-v	02128873-v
02150948-v	02129289-v
02150948-v	02150510-v
02150948-v	04555897-n
02152991-n	00455599-n
02153445-n	05563266-n
02152504-v	00643943-n
02153709-v	00637354-n
02153709-v	00945401-n
02153709-v	02130524-v
02153709-v	04674715-n
02154508-v	00715239-v
02154508-v	00721437-v
02154508-v	00732552-v
02154508-v	00918872-v
02154508-v	00971999-v
02154508-v	01637982-v
02154508-v	02128873-v
02154508-v	02212275-v
02154508-v	02213336-v
02154508-v	02248465-v
02154508-v	02285629-v
02154508-v	06747670-n
02152473-a	00492677-a
02153174-a	00007846-n
02157100-v	01752495-v
02159890-v	00008299-v
02159890-v	04953186-n
02159890-v	07412092-n
02161922-v	04703235-n
02161432-a	00625055-a
02161432-a	01497387-a
02165304-v	00877625-n
02163307-a	01382086-a
02166460-v	00690614-v
02166460-v	00813044-v
02166460-v	00950431-v
02166460-v	05996646-n
02167052-v	05311054-n
02169702-v	00598954-v
02169702-v	02500902-v
02169891-v	02171039-v
02169891-v	02571901-v
02171039-v	02169891-v
02171664-v	07393161-n
02176268-v	02134927-v
02176268-v	04981139-n
02176268-v	06278136-n
02174896-a	00750296-a
02187510-v	07377682-n
02190166-n	01940403-v
02186338-a	02064427-a
02186338-a	02477885-a
02186338-a	13742573-n
02191546-v	05715283-n
02193194-v	00592883-v
02191232-a	13624190-n
02197781-v	00715239-v
02197781-v	00918872-v
02197781-v	02248465-v
02199590-v	01629403-v
02199590-v	01733477-v
02199590-v	02200498-v
02199590-v	02230772-v
02199590-v	02235842-v
02199590-v	02309165-v
02199590-v	02316868-v
02199590-v	02339171-v
02199590-v	02343595-v
02200498-v	01060317-v
02200498-v	01178565-v
02200498-v	01629403-v
02200498-v	01647672-v
02200498-v	01733477-v
02200498-v	02235842-v
02200498-v	02309374-v
02200686-v	01629000-v
02200686-v	01733477-v
02200686-v	02339171-v
02201138-v	02267989-v
02202384-v	02202928-v
02202384-v	02681795-v
02202928-v	00732552-v
02202928-v	02202384-v
02202928-v	02450505-v
02203362-v	00065370-v
02203362-v	00065639-v
02203362-v	00120796-v
02203362-v	00121046-v
02203362-v	00770437-v
02203362-v	01156834-v
02203362-v	01216670-v
02203362-v	01427127-v
02203362-v	01733477-v
02203362-v	02108026-v
02203362-v	02204692-v
02203362-v	02205098-v
02203362-v	02210119-v
02203362-v	02236124-v
02203362-v	02378453-v
02203362-v	02630189-v
02203362-v	02740745-v
02204564-v	01166093-v
02204564-v	02681795-v
02204692-v	00056930-v
02204692-v	00120796-v
02204692-v	01156834-v
02204692-v	01733477-v
02204692-v	02108026-v
02204692-v	02203362-v
02204692-v	02205098-v
02204692-v	02210119-v
02204692-v	02355596-v
02204692-v	02378453-v
02204692-v	02630189-v
02204692-v	02632167-v
02202047-a	00102736-r
02202047-a	00103554-r
02202047-a	00228294-a
02202047-a	00506928-r
02202047-a	00723547-n
02202047-a	01010862-a
02202047-a	13846199-n
02202146-a	00102881-r
02202146-a	00723783-n
02202146-a	15235126-n
02205098-v	02108026-v
02205098-v	02203362-v
02205098-v	02204692-v
02205098-v	02236124-v
02205098-v	02630189-v
02202307-a	00724168-n
02202307-a	13737190-n
02205272-v	01156834-v
02205272-v	01214265-v
02205272-v	01842690-v
02205272-v	02267989-v
02206462-v	01236164-v
02206619-v	00173338-v
02206619-v	00599992-v
02206619-v	00624476-v
02206619-v	01156834-v
02206619-v	01982395-v
02206619-v	02077656-v
02207206-v	02284096-v
02209936-v	00524682-v
02209936-v	00734054-v
02209936-v	01151110-v
02209936-v	02394183-v
02210119-v	02107248-v
02210119-v	02108026-v
02210119-v	02203362-v
02210855-v	00094460-v
02210855-v	00120316-v
02210855-v	00120796-v
02210855-v	00149583-v
02210855-v	00524682-v
02210855-v	00589904-v
02210855-v	00770437-v
02210855-v	01026975-v
02210855-v	01153947-v
02210855-v	02005948-v
02210855-v	02108026-v
02212275-v	00918872-v
02212275-v	02128873-v
02212275-v	02154508-v
02212275-v	02248465-v
02212275-v	02285629-v
02212825-v	00816556-v
02213336-v	00715239-v
02213336-v	00721437-v
02213336-v	00918872-v
02213336-v	02128873-v
02213336-v	02154508-v
02213336-v	02197781-v
02213336-v	02285629-v
02214190-v	00817003-v
02217695-v	00075161-r
02219094-v	01212519-n
02219094-v	01215902-n
02219940-v	02220148-v
02219940-v	10407954-n
02217241-a	02217799-a
02217799-a	02217241-a
02222318-v	02354922-v
02227741-v	00613393-v
02228031-v	00613393-v
02228031-v	02227741-v
02229055-v	02009433-v
02230772-v	02200498-v
02230772-v	05564590-n
02235842-v	00732224-v
02235842-v	01060317-v
02235842-v	01060494-v
02235842-v	01629000-v
02235842-v	01629403-v
02235842-v	01647672-v
02235842-v	02309165-v
02235842-v	02316868-v
02235842-v	02339171-v
02236124-v	00624476-v
02236124-v	00797697-v
02236124-v	02108026-v
02236124-v	02203362-v
02236624-v	02627934-v
02237338-v	00797430-v
02238085-v	00522751-v
02240481-v	02530167-v
02238462-a	01754452-v
02242464-v	00767635-v
02242464-v	02235666-v
02248299-v	01401115-v
02248465-v	00522751-v
02248465-v	00715239-v
02248465-v	00918872-v
02248465-v	01637982-v
02248465-v	02128873-v
02248465-v	02154508-v
02248465-v	02197781-v
02248465-v	02212275-v
02248465-v	02213336-v
02248465-v	02285629-v
02248349-a	02798370-a
02253956-v	02254155-v
02251212-a	00157967-r
02255462-v	00802318-v
02255462-v	02255268-v
02257370-v	00161225-v
02258291-v	00429060-v
02259829-v	06771159-n
02260085-v	01091905-n
02260362-v	01091905-n
02260362-v	02260085-v
02258360-a	02248349-a
02262752-v	01688771-v
02262752-v	01731351-a
02261386-a	14480420-n
02261386-a	14940386-n
02267060-v	02708420-v
02267989-v	00557404-v
02267989-v	00669762-v
02267989-v	00674607-v
02267989-v	00734054-v
02267989-v	00756076-v
02267989-v	01002740-v
02267989-v	01214265-v
02267989-v	01842690-v
02267989-v	02109045-v
02267989-v	02394183-v
02267989-v	02599636-v
02268246-v	02604760-v
02268246-v	02616386-v
02267308-a	00007015-r
02268268-a	00494409-a
02268268-a	02068174-a
02268485-a	00050681-r
02268485-a	07205104-n
02269286-a	00521584-a
02269794-a	02270186-a
02275365-v	00756338-v
02273326-a	02134927-v
02273838-a	01170243-a
02279257-n	01806143-n
02283324-v	02498320-v
02283324-v	02683489-v
02284951-v	13282161-n
02285629-v	00522751-v
02285629-v	00715239-v
02285629-v	00721437-v
02285629-v	00918872-v
02285629-v	01637982-v
02285629-v	02128873-v
02285629-v	02154508-v
02285629-v	02197781-v
02285629-v	02212275-v
02285629-v	02213336-v
02285629-v	02248465-v
02287789-v	01099592-v
02287789-v	02127853-v
02287789-v	02288155-v
02288295-v	01100145-v
02289295-v	00120316-v
02289295-v	00770437-v
02289295-v	01645601-v
02289295-v	02560585-v
02290461-v	02290956-v
02290461-v	05142641-n
02290956-v	13296899-n
02291708-v	02301825-v
02293148-v	00730758-v
02294179-v	13285176-n
02295208-v	02294179-v
02296153-v	01060317-v
02296153-v	01989053-v
02296153-v	02009433-v
02296153-v	02324478-v
02296726-v	02297142-v
02296726-v	02297409-v
02296726-v	02297742-v
02297409-v	02296726-v
02297742-v	02297142-v
02297948-v	02690093-v
02295998-a	00487525-a
02295998-a	07260623-n
02296632-a	01959294-a
02301825-v	02236124-v
02300501-a	01083157-a
02304241-v	13442867-n
02302187-a	01959294-a
02305586-v	01207402-v
02305586-v	02218173-v
02308741-v	02237782-v
02308741-v	02324478-v
02309165-v	02199590-v
02309165-v	02235842-v
02309165-v	02309374-v
02309374-v	01060494-v
02309374-v	02199590-v
02309374-v	02316868-v
02309374-v	02562901-v
02310007-v	00387310-v
02310007-v	00816353-v
02310007-v	02004874-v
02314275-v	09449510-n
02316868-v	00732224-v
02316868-v	01060317-v
02316868-v	01060494-v
02316868-v	01060746-v
02316868-v	01629000-v
02316868-v	01629403-v
02316868-v	01647672-v
02316868-v	01848465-v
02316868-v	02199590-v
02316868-v	02200498-v
02316868-v	02200686-v
02316868-v	02235842-v
02316868-v	02296153-v
02316868-v	02317094-v
02316868-v	02339171-v
02320374-v	02055267-v
02320442-a	06210791-n
02321009-a	01513512-a
02324026-v	02346724-v
02324478-v	02308741-v
02322512-a	00091332-r
02327200-v	00120675-v
02327200-v	01063188-v
02327200-v	01182709-v
02327200-v	13777344-n
02336483-v	02327200-v
02339171-v	01060494-v
02339171-v	01060746-v
02339171-v	01178565-v
02339171-v	01629403-v
02339171-v	01647672-v
02339171-v	01733477-v
02339171-v	02199590-v
02339171-v	02200498-v
02339171-v	02235842-v
02339171-v	02296153-v
02339171-v	02316868-v
02339171-v	02562901-v
02339120-a	01210854-a
02342608-a	01285376-a
02342608-a	01335156-a
02346895-v	01998432-v
02355596-v	00522751-v
02355596-v	01645601-v
02355596-v	02108026-v
02355596-v	02204692-v
02355596-v	02560585-v
02356230-v	02009433-v
02367363-v	00010435-v
02367363-v	06532095-n
02370650-v	00431893-n
02370650-v	01072949-v
02370650-v	07007945-n
02370987-v	02587532-v
02368336-a	01459949-a
02372605-v	00359916-v
02372605-v	01835496-v
02372605-v	01848718-v
02372605-v	01850315-v
02372605-v	02618001-v
02372605-v	02685951-v
02373015-v	02413480-v
02374764-v	01712704-v
02375131-v	02409412-v
02377703-n	01923414-v
02378453-v	00120796-v
02378453-v	00121046-v
02378453-v	01156834-v
02378453-v	02108026-v
02378453-v	02203362-v
02378453-v	02204692-v
02378453-v	02740745-v
02376277-a	00170358-a
02386125-a	01433493-a
02386612-a	01442186-a
02391803-v	00677683-v
02393086-v	10724372-n
02390335-a	02389220-a
02394183-v	00524682-v
02394183-v	00669762-v
02394183-v	02205272-v
02394183-v	02236624-v
02394183-v	02599636-v
02395000-v	00967455-v
02396716-v	02560585-v
02400037-v	05156319-n
02405390-v	02257767-v
02406585-v	01998432-v
02407338-v	00788973-n
02407338-v	01091427-v
02407987-v	04599396-n
02409941-v	02464866-v
02409941-v	06520944-n
02410855-v	00575741-n
02410855-v	00584367-n
02410855-v	02051031-v
02410855-v	02373015-v
02410855-v	02413480-v
02410855-v	02525447-v
02410855-v	02594979-v
02410855-v	05755883-n
02413480-v	00100551-v
02413480-v	00575741-n
02413480-v	00584367-n
02413480-v	01525666-v
02413480-v	01668603-v
02413480-v	02410855-v
02413480-v	04599396-n
02413480-v	05755883-n
02411224-a	00986027-a
02412164-a	00430999-v
02412164-a	00988232-a
02417504-v	00294175-a
02418686-v	00711932-v
02418686-v	01722077-v
02415390-a	00539009-a
02415390-a	02410393-a
02423183-v	00724150-v
02423183-v	00771490-v
02423183-v	00802318-v
02423183-v	02721438-v
02423650-v	02303331-v
02424984-v	02425112-v
02425112-v	00706557-v
02425112-v	02297742-v
02425462-v	00539936-v
02425913-v	00022219-a
02426395-v	01345109-v
02427103-v	00665476-v
02427103-v	01647229-v
02428924-v	01380638-v
02428924-v	01656788-v
02430922-v	05839024-n
02429571-a	02574706-a
02434976-v	02598765-v
02439501-v	00763901-a
02440244-v	01935233-v
02440244-v	01999798-v
02440244-v	02635659-v
02440244-v	05538625-n
02441022-v	01224744-v
02441022-v	05196375-n
02443849-v	01525666-v
02439949-a	08663860-n
02445509-v	01732921-v
02445509-v	04897762-n
02441215-a	04213626-n
02441215-a	08649345-n
02445925-v	02603699-v
02445925-v	02604760-v
02445925-v	02616386-v
02445925-v	02655135-v
02445925-v	02749904-v
02448185-v	02434238-v
02448185-v	05839024-n
02449847-v	02632940-v
02450505-v	02202384-v
02450505-v	02452885-v
02450505-v	02681795-v
02448437-a	00748058-a
02452885-v	02450505-v
02453889-v	01215902-n
02453889-v	02556126-v
02455407-v	02150510-v
02455407-v	02150948-v
02455407-v	04555897-n
02459173-v	03544360-n
02460199-v	13295657-n
02461314-v	00182213-n
02461314-v	00183505-n
02461314-v	02462580-v
02461314-v	05186306-n
02462386-v	00183505-n
02462580-v	00183505-n
02458871-a	07496463-n
02463510-v	02453321-v
02460502-a	00023120-a
02460502-a	00959530-a
02466134-v	02325968-v
02466670-v	02523351-v
02467662-v	00642098-v
02467662-v	02109678-a
02464277-a	01917594-a
02472293-n	02743261-a
02472293-n	02743391-a
02472293-n	10287213-n
02471327-v	10512201-n
02472223-v	00945853-v
02468635-a	00357556-a
02475922-v	00869931-v
02475922-v	00974762-n
02479154-v	00806502-v
02479323-v	00967625-v
02479323-v	01060234-n
02479323-v	13777344-n
02477885-a	13742573-n
02484570-v	01002740-v
02484570-v	01134781-v
02484570-v	01137138-v
02486232-v	02129289-v
02487573-v	00971015-v
02487573-v	01233156-n
02487573-v	08385280-n
02488304-v	00591115-v
02488304-v	00598954-v
02488304-v	01470670-v
02488304-v	02128873-v
02488304-v	02129289-v
02488488-v	00662589-v
02488488-v	01635432-v
02488488-v	02023107-v
02488488-v	02129289-v
02486248-a	02491961-a
02487414-a	00095320-r
02493030-v	01232842-n
02493030-v	02129289-v
02493030-v	08385280-n
02494047-v	01061489-a
02490170-a	00096333-r
02490170-a	02487108-a
02491961-a	00095320-r
02491961-a	00095612-r
02492981-a	00095320-r
02500902-v	02169702-v
02502536-v	00817311-v
02504562-v	00747418-v
02504562-v	00965404-n
02504562-v	01527271-v
02504562-v	01650425-v
02504562-v	05035353-n
02504562-v	08208016-n
02500884-a	02587738-a
02502016-a	05138208-n
02502016-a	13764342-n
02507093-v	00864159-v
02507464-v	02507736-v
02512053-n	01140794-v
02510337-v	00803617-n
02506029-a	05858936-n
02514187-v	02436349-v
02523221-v	02561995-v
02525312-v	00189565-n
02525447-v	01525666-v
02525447-v	02410855-v
02525447-v	02413480-v
02526085-v	01440139-v
02526085-v	01640855-v
02526085-v	02006834-v
02529284-v	02528380-v
02529284-v	02599528-v
02530167-v	00786195-n
02530167-v	01315613-v
02530167-v	02240481-v
02530167-v	02501278-v
02530167-v	02531625-v
02531625-v	02530167-v
02531625-v	05799212-n
02532595-v	00639556-n
02532595-v	05798043-n
02533109-v	02531625-v
02533109-v	02851099-n
02533109-v	05799212-n
02533282-v	00661824-v
02533282-v	01861403-v
02529945-a	00370412-v
02529945-a	00530772-a
02530861-a	02529264-a
02536557-v	00157081-n
02536557-v	05692910-n
02539334-v	02646931-v
02540670-v	02670578-v
02541251-v	02540670-v
02541251-v	02593107-v
02541509-v	00836236-v
02541921-v	02699497-v
02545578-v	14541852-n
02540578-a	00012779-r
02546075-v	06696483-n
02547586-v	00082081-v
02547586-v	01207609-n
02547586-v	02735897-v
02547586-v	05154908-n
02549581-v	00703708-v
02549581-v	01635432-v
02550296-v	01824736-v
02550516-v	10332385-n
02545689-a	07950418-n
02551144-v	00093483-n
02553697-v	00603298-v
02554922-v	01818235-v
02555908-v	01999798-v
02556126-v	00895304-v
02556126-v	01212519-n
02556126-v	02453889-v
02551380-a	00218475-v
02557199-v	08642145-n
02559752-v	01859221-v
02559752-v	01860795-v
02559752-v	02680814-v
02560424-v	00748282-v
02560585-v	00012267-v
02560585-v	00074038-v
02560585-v	00120316-v
02560585-v	00556855-v
02560585-v	00665476-v
02560585-v	00730758-v
02560585-v	00770437-v
02560585-v	01617192-v
02560585-v	01619014-v
02560585-v	01621555-v
02560585-v	01645601-v
02560585-v	01646075-v
02560585-v	01712704-v
02560585-v	02020590-v
02560585-v	02022162-v
02560585-v	02355596-v
02560585-v	02396716-v
02560585-v	02561995-v
02560585-v	02568672-v
02560585-v	02617567-v
02560585-v	02669789-v
02560585-v	02674708-v
02560585-v	05845140-n
02560767-v	01642924-v
02560767-v	11410625-n
02561332-v	01158872-v
02561995-v	01645601-v
02561995-v	01712704-v
02561995-v	02560585-v
02561995-v	02617567-v
02561995-v	02669789-v
02562901-v	02316868-v
02563327-v	02647497-v
02565911-v	02304507-v
02562566-a	00988232-a
02562566-a	00990855-a
02562566-a	02412164-a
02568672-v	00631378-n
02568672-v	00947128-n
02568672-v	01712704-v
02568672-v	02560585-v
02568672-v	02561995-v
02570684-v	01369758-v
02571901-v	02169891-v
02578510-v	02490877-v
02578872-v	02681795-v
02581477-v	02581900-v
02577734-a	06635509-n
02583379-v	10303654-n
02586619-v	02511551-v
02587532-v	01033527-v
02587532-v	02244956-v
02587532-v	02370987-v
02586206-a	02502016-a
02593107-v	02541251-v
02593107-v	02670890-v
02593912-v	00339934-v
02594979-v	00575741-n
02597601-v	01149470-v
02597762-v	02133435-v
02599528-v	02529284-v
02599636-v	00524682-v
02599636-v	00734054-v
02599636-v	01214265-v
02599636-v	01999798-v
02599636-v	02077656-v
02599636-v	02201138-v
02599636-v	02267989-v
02599636-v	02627934-v
02603699-v	02445925-v
02603699-v	02604760-v
02603699-v	02616386-v
02603699-v	02616713-v
02603699-v	02620587-v
02603699-v	02655135-v
02603699-v	02697725-v
02603699-v	02749904-v
02604760-v	02268246-v
02604760-v	02445925-v
02604760-v	02603699-v
02604760-v	02616386-v
02604760-v	02620587-v
02604760-v	02655135-v
02604760-v	02664769-v
02604760-v	02697725-v
02604760-v	02749904-v
02608347-v	00345761-v
02608347-v	00348746-v
02609764-v	00352826-v
02609764-v	15266911-n
02610628-v	00446921-a
02610845-v	00659776-v
02611106-v	00251463-v
02614387-v	02616713-v
02614387-v	02618149-v
02614387-v	02649830-v
02616386-v	02445925-v
02616386-v	02603699-v
02616386-v	02604760-v
02616386-v	02620587-v
02616386-v	02655135-v
02616386-v	02664769-v
02616386-v	02697725-v
02616386-v	02749904-v
02616713-v	02614387-v
02616713-v	02649830-v
02617567-v	01645601-v
02617567-v	02560585-v
02617567-v	02561995-v
02617798-v	01835496-v
02617798-v	02372605-v
02618149-v	01212095-a
02618149-v	02614387-v
02618149-v	02649830-v
02620213-v	01972298-v
02620587-v	02603699-v
02620587-v	02604760-v
02620587-v	02616386-v
02620587-v	02655135-v
02620587-v	02664769-v
02620587-v	02749904-v
02621395-v	00770437-v
02621395-v	01617192-v
02621395-v	01659248-v
02621395-v	02560585-v
02621395-v	02623906-v
02621395-v	05839024-n
02621395-v	05930736-n
02623906-v	05064037-n
02624263-v	00155143-v
02624263-v	00230746-v
02624263-v	00603298-v
02624263-v	00925873-v
02624263-v	01628449-v
02624263-v	01738597-v
02624263-v	01968569-v
02624263-v	01990281-v
02625339-v	00341917-v
02625339-v	01849221-v
02625339-v	02005948-v
02625786-v	01627779-v
02626604-v	00149583-v
02626604-v	00345454-n
02626604-v	02623529-v
02627934-v	00173338-v
02627934-v	00751567-v
02627934-v	00754942-v
02627934-v	00755745-v
02627934-v	01188725-v
02627934-v	01214265-v
02627934-v	02267989-v
02627934-v	02599636-v
02627934-v	02635547-v
02627934-v	02677097-v
02627934-v	05892651-n
02627934-v	09367991-n
02627934-v	14449126-n
02628961-v	02702508-v
02628961-v	13275847-n
02629535-v	00466651-v
02629535-v	02700867-v
02630189-v	00056930-v
02630189-v	00065370-v
02630189-v	00120796-v
02630189-v	00121046-v
02630189-v	00770437-v
02630189-v	01156834-v
02630189-v	01733477-v
02630189-v	02108026-v
02630189-v	02203362-v
02630189-v	02204692-v
02630189-v	02205098-v
02630189-v	02378453-v
02630189-v	02740745-v
02630189-v	05849789-n
02632940-v	00183879-v
02632940-v	00684838-v
02632940-v	02449847-v
02633218-v	02627934-v
02633218-v	02677097-v
02633534-v	01006810-v
02633714-v	00615774-v
02633881-v	00664788-v
02633881-v	02634133-v
02634265-v	02635659-v
02634265-v	06743506-n
02634265-v	07292694-n
02634265-v	11410625-n
02635033-v	00939621-v
02635189-v	00708538-v
02635189-v	00730052-v
02635189-v	00931852-v
02635189-v	00955148-v
02635659-v	00136991-v
02635659-v	00360092-v
02635659-v	00613018-v
02635659-v	00613683-v
02635659-v	00771632-v
02635659-v	02634265-v
02635659-v	06743506-n
02635659-v	11410625-n
02635956-v	02635659-v
02636132-v	02677567-v
02637202-v	00117985-v
02637592-v	00117985-v
02637592-v	02727462-v
02637938-v	00720063-v
02637938-v	02413290-v
02637938-v	02641463-v
02637938-v	15272029-n
02640440-v	02641035-v
02641463-v	00720063-v
02641463-v	02637938-v
02645007-v	05121418-n
02645389-v	01594146-a
02645389-v	06021761-n
02647497-v	00350461-v
02647497-v	00558883-n
02648502-v	02681795-v
02649042-v	00451838-v
02649042-v	00452512-v
02649305-v	02028722-v
02649830-v	01422556-a
02649830-v	02614387-v
02649830-v	02616713-v
02649830-v	02618149-v
02653381-v	02690708-v
02653862-v	01835496-v
02653862-v	01848718-v
02653862-v	02372605-v
02653996-v	02944826-n
02653996-v	02945161-n
02653996-v	05649960-n
02654947-v	09369169-n
02655135-v	02445925-v
02655135-v	02603699-v
02655135-v	02604760-v
02655135-v	02616386-v
02655135-v	02620587-v
02655135-v	02664769-v
02655135-v	02749904-v
02657219-v	00805376-v
02657219-v	01292885-v
02658734-v	00345312-v
02659763-v	02657219-v
02661252-v	00123170-v
02664769-v	00889831-a
02664769-v	02445925-v
02664769-v	02603699-v
02664769-v	02604760-v
02664769-v	02616386-v
02664769-v	02655135-v
02664769-v	02749904-v
02664992-v	05107765-n
02671062-n	05176188-n
02669081-v	08663354-n
02669789-v	02560585-v
02670398-v	01438681-v
02670578-v	01095218-v
02670890-v	02541251-v
02670890-v	02593107-v
02670890-v	02670578-v
02670890-v	05149325-n
02674708-v	00120316-v
02674708-v	00730758-v
02674708-v	01617192-v
02674708-v	02560585-v
02676054-v	00655555-v
02676054-v	00713167-v
02676054-v	00877083-v
02676054-v	01024190-v
02676054-v	02678438-v
02676054-v	05670710-n
02676054-v	05832264-n
02676054-v	07524529-n
02679415-n	00363788-n
02676496-v	00722232-v
02677097-v	02633218-v
02677097-v	02636132-v
02677567-v	02636132-v
02677567-v	02677097-v
02678438-v	05670710-n
02678663-v	05192451-n
02679530-v	01113975-v
02679899-v	00781000-v
02679899-v	02684924-v
02680814-v	00362348-v
02680814-v	01860795-v
02680814-v	02559752-v
02681795-v	00693780-v
02681795-v	00732552-v
02681795-v	00736586-v
02681795-v	01065877-v
02681795-v	01216670-v
02681795-v	01733477-v
02681795-v	02202384-v
02681795-v	02202928-v
02681795-v	02283324-v
02681795-v	02410175-v
02681795-v	02450505-v
02681795-v	02578872-v
02681795-v	02684924-v
02681795-v	02700867-v
02681795-v	02733122-v
02683489-v	01216670-v
02683489-v	02681795-v
02684924-v	00781000-v
02684924-v	01992503-v
02684924-v	01995549-v
02684924-v	02450505-v
02684924-v	02679899-v
02684924-v	02681795-v
02684924-v	02734800-v
02685665-v	02020590-v
02685665-v	08628921-n
02685951-v	00540235-v
02685951-v	01212230-v
02685951-v	01835496-v
02685951-v	01848718-v
02685951-v	01926311-v
02685951-v	02653862-v
02686471-v	01999798-v
02686805-v	01849221-v
02686805-v	02005948-v
02687251-v	07349532-n
02687916-v	00540235-v
02687916-v	01207951-v
02689299-v	02082690-v
02689299-v	04752859-n
02690384-v	05125377-n
02690708-v	01547001-v
02692882-v	01543123-v
02693319-v	04679419-n
02693319-v	05600637-n
02693691-v	05600637-n
02697725-v	02603699-v
02697725-v	02604760-v
02697725-v	02616386-v
02697725-v	02655135-v
02699497-v	00836236-v
02699497-v	00988028-v
02699497-v	02541921-v
02700867-v	01216670-v
02700867-v	02629535-v
02701828-v	03544360-n
02702368-v	01546111-v
02702368-v	02611373-v
02702508-v	05145118-n
02702508-v	13275847-n
02698145-a	00413622-a
02703539-v	13863771-n
02703952-v	02053941-v
02700029-a	09937688-n
02704928-v	01013279-a
02707800-v	01116585-v
02708420-v	02267529-v
02708707-v	15137890-n
02715513-n	03479952-n
02712772-v	01998432-v
02712772-v	02720149-v
02712772-v	02720354-v
02712772-v	02720544-v
02713184-v	00923793-v
02713184-v	05817845-n
02713184-v	15180528-n
02717102-v	01101416-v
02717102-v	01214265-v
02717102-v	01449974-v
02717102-v	02077656-v
02718309-v	00787465-n
02718309-v	01085098-n
02720149-v	00150776-v
02720149-v	01998432-v
02720149-v	02542280-v
02720149-v	02720697-v
02720354-v	02712772-v
02720354-v	02720544-v
02720697-v	01998432-v
02721284-v	01835496-v
02721284-v	08460585-n
02721438-v	00136991-v
02721438-v	02009433-v
02716605-a	02716739-a
02716739-a	02716605-a
02722207-v	10344443-n
02722207-v	13331634-n
02722207-v	13741022-n
02722663-v	01711445-v
02722663-v	01846413-a
02723232-v	02074677-v
02726164-v	01207609-n
02726164-v	05154908-n
02727039-v	01926311-v
02727039-v	02721284-v
02727039-v	05125377-n
02727039-v	08628921-n
02727462-v	00117985-v
02727462-v	02637592-v
02727462-v	02731024-v
02723563-a	02035086-a
02729414-v	00136991-v
02729414-v	00613683-v
02729414-v	02009433-v
02729414-v	02635659-v
02729632-v	00652900-v
02729963-v	15236859-n
02730135-v	02729414-v
02730471-v	00690305-v
02730471-v	01771535-v
02730682-v	01885845-v
02725829-a	01106129-a
02731024-v	02727462-v
02731390-v	00779601-v
02735688-n	05128519-n
02735688-n	05815517-n
02735688-n	08497294-n
02733122-v	02684924-v
02734338-v	00834259-v
02734488-v	00670991-v
02734488-v	01546111-v
02734800-v	02681795-v
